OID,Source,Site Name,Address,City,Zip,ZipTxt,Hours of Operation,HoursJSON,Google Calendar JSON,Website,Phone,Email,lat,lng
244,GBFB Member Agency,Family Pantry Corporation,133 Queen Anne Rd.,Harwich,02645,02645,"Tue, Thu: 10-12, 1:30-3:30, Sat: 10-12","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""13:30""
""end"" : ""15:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""13:30""
""end"" : ""15:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,508-432-6519,,41.697151,-70.102992
245,GBFB Member Agency,Saint Vincent de Paul/Saint Patrick's Food Pantry,80 Mt. Auburn St.,Watertown,02472,02472,"Tue, Thu: 10am-11:45am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""11:45""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""11:45""",,http://www.ci.watertown.ma.us/index.aspx?NID=322,617-972-6429,,42.367053,-71.181239
246,GBFB Member Agency,Saint Paul's Episcopal Church Brookline Emergency Food Pantry,15 Saint Paul St.,Brookline,02446,02446,"Tue, Thu: 10am-2pm, Sat: 2-4pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""14:00""
""end"" : ""16:00""",,http://www.stpaulsbrookline.org/ministries/mission-a-outreach/brookline-emergency-food-pantry.html,617-566-4953,,42.3378334,-71.1184309
247,GBFB Finder,PEC/Brookline Emergency Food Pantry,"St. Paul's Church, 15 St. Paul Street",Brookline,02446,02446,"Tue, Thu: 10am-2pm, Sat: 2pm-4pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""10:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""14:00""
""end"" : ""16:00""",,,617-566-4953,,42.337317,-71.118396
248,GBFB Finder,Salvation Army/Salem Meals,93 North St.,Salem,01970,01970,"Tue, Thu: 12am-12:30am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""12:00""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""12:30""",,,978-744-5181,,42.525726,-70.900571
249,GBFB Finder,Sudbury Community Food Pantry,160 Concord Road,Sudbury,01776,01776,"Tue, Thu: 12am-2:30pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""12:00""
""end"" : ""14:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""14:30""",,,978-443-7725,,42.373325,-71.415099
250,GBFB Member Agency,Nantucket Interfaith Council Nantucket Emergency Food Pantry,10 Washington St.,Nantucket,02554,02554,"Tue, Thu: 4-6pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""16:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""16:00""
""end"" : ""18:00""",,http://nantucketinterfaithcouncil.org/nantucket-food-pantry/about-the-food-pantry/,"508-228-7438, 508-221-8702",,41.282881,-70.097199
251,Unaffiliated,Webster-Dudley Food Share United Church of Christ,4 Church St.,Webster,01570,01570,"Tue, Thu: 8:30am-11:30am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:30""
""end"" : ""11:30""",,,508-943-9171,,42.0495724,-71.8813343
252,GBFB Member Agency,Salvation Army Gentle Arms,290 Bedford St.,Fall River,02720,02720,"Tue, Thu: 9:30-11:30","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:30""
""end"" : ""11:30""",,,508-646-2760,,41.701392,-71.1499709
253,GBFB Member Agency,Salvation Army Fall River Pantry,290 Bedford St.,Fall River,02722,02722,"Tue, Thu: 9:30-11:30","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:30""
""end"" : ""11:30""",,,508-679-7900,,41.701392,-71.1499709
254,GBFB Finder,Woburn Council of Social Concern,2 Merrimac Street,Woburn,01801,01801,"Tue, Thu: 9:45am-3pm, W: 6pm-7pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:45""
""end"" : ""15:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""18:00""
""end"" : ""19:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:45""
""end"" : ""15:00""",,,781-935-6495,,42.5094769,-71.158597
255,GBFB Member Agency,Weymouth Council for the Hungry,1189 Commercial St.,Weymouth,02189,02189,"Tue, Thu: 9am-11:30am, Last Thu. Of mo. 4-6pm",,,http://www.weymouthfoodpantry.org/,781-331-7682,info@WeymouthFoodPantry.org,42.21857,-70.927584
256,GBFB Member Agency,Foxboro Discretionary Food Pantry,35 Neponset Ave.,Foxboro,02035,02035,"Tue, Thu: 9am-11am, 2nd & 4th W: 5-6:30pm",,,,508-543-5235,,42.0704537,-71.2486858
257,GBFB Member Agency,United Way of Tri-County Pearl Street Cupboard,10 Pearl St.,Framingham,01702,01702,"Tue, Thu: 9am-12pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""12:00""",,http://www.uwotc.org/food/framingham,508-879-2063,,42.2790796,-71.4200943
258,GBFB Member Agency,Wakefield Interfaith Food Pantry,467 Main St.,Wakefield,01880,01880,"Tue, Thu: 9am-1pm, Thu: 6-8pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""18:00""
""end"" : ""20:00""",,http://www.wifoodpantry.org/,781-245-2510,info@wifoodpantry.org,42.501315,-71.0697333
259,GBFB Member Agency,"Hebron Food Pantry, Inc.","11 Sanford St., PO Box 92",Attleboro,02703,02703,"Tue, Thu: 9am-5pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""18:00""",,http://www.hebronfoodpantry.org/,508-223-4257,dirhvoc@hotmail.com,41.9456659,-71.2852394
260,CofBoston,South Boston Community Health Center,409 West Broadway,South Boston,02127,02127,"Tue, W: 10am-2pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""10:00""
""end"" : ""14:00""",,http://www.gbfb.org/need-food/index.php,617-269-7500,,42.3369636,-71.0480112
261,GBFB Finder,Church of the Advent/Tuesday Supper,30 Brimmer Street,Boston,02108,02108,Tue:  4:30pm-7:15pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""16:30""
""end"" : ""19:15""",,,617-523-2377,,42.35775,-71.0715869
262,CofBoston,West Broadway Task Force,115 Orton Marotta Way,South Boston,02127,02127,Tue: 1:00 - 2:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""13:00""
""end"" : ""14:00""",,http://www.fairfoods.org/dollarbag.html,617-464-1910,,42.3376361,-71.0543259
263,GBFB Member Agency,Union United Methodist Church Food Pantry,485 Columbus Ave.,Roxbury,02118,02118,Tue: 10am-12:45am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:45""",,http://www.gbfb.org/need-food/index.php,617-287-1020,,42.3430901,-71.0789006
264,GBFB Finder,SVDP/St. Raphael's Food Pantry,38 Boston Avenue,Medford,02155,02155,Tue: 10am-12am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,781-488-5444,,42.4200345,-71.134954
265,GBFB Member Agency,Scituate Church Pantry,344 Country Way,Scituate ,02066,02066,"Tue: 11am-12:45pm, last Tue of mo. 6:30-8pm",,,,781-545-5827,,42.1982709,-70.7585799
266,Unaffiliated,St. Vincent de Paul/St. Joan of Arc,63 Canal Road,Orleans,02653,02653,"Tue, Thu: 12-6pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""12:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""18:00""",,,508-255-1094,,41.793719,-69.987131
267,CofBoston,Haitian American Cultural Council,One Jackson Place ,Cambridge,02140,02140,Tue: 12:00-5:00 ,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""12:00""
""end"" : ""17:00""",,,617-628-5485,,42.393625,-71.1351534
268,GBFB Finder,Mt. Moriah Soup Kitchen,24 Pleasant Street,Brockton,02401,02401,Tue: 12am-1pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""12:00""
""end"" : ""13:00""",,,508-588-0833,,42.0856016,-71.0192031
269,CofBoston,Blackstone Park,50 W. Brookline St.,Boston,02118,02118,Tue: 2:30 - 3:30,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""14:30""
""end"" : ""15:30""",,http://www.fairfoods.org/dollarbag.html,,,42.340084,-71.0729228
270,GBFB Member Agency,The Paulist Center Wednesday Night Supper Club,5 Park St.,Boston,02108,02108,Tue: 2-3:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""14:00""
""end"" : ""15:30""",,http://www.paulistboston.com/release_details.asp?id=40,617-742-4460,fiveparkst@aol.com,42.3572789,-71.0627097
271,GBFB Finder,Cambridge Senior Center Food Pantry,806 Massachusetts Avenue,Cambridge,02139,02139,"Tue: 2pm-4pm, Thu: 12am-2pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""14:00""
""end"" : ""16:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""12:00""
""end"" : ""14:00""",,,617-349-6216,,42.3668272,-71.1062771
272,GBFB Member Agency,First Baptist Church Pantry of Hope,561 Main St.,Melrose,02176,02176,Tue: 3:30-5:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""15:30""
""end"" : ""17:30""",,http://www.firstbaptistmelrose.org/ministries/outreach-ministries,781-665-4470,,42.4566727,-71.063614
273,GBFB Member Agency,All Saint's Food Pantry,120 Bellevue Ave.,Haverhill,01832,01832,"Tue: 3-5pm, Sat: 10-12","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""15:00""
""end"" : ""17:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://www.essexcountyhungerrelief.org/All-Saints-Food-Pantry,978-372-7721,,42.7785763,-71.0932284
274,GBFB Finder,AACC/Food 'n Friends V,52 North Main Street,Mansfield,02048,02048,Tue: 4:30pm-5:30pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""16:30""
""end"" : ""17:30""",,,508-222-2933,,42.025908,-71.217322
275,GBFB Member Agency,Saint James Episcopal Helping Hands Food Pantry,1991 Massachusetts Ave.,Cambridge,02140,02140,"Tue: 4-6pm, Thu: 11am-1pm, Sat: 10am-12pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""16:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""11:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,http://www.stjames-cambridge.org/helping-hand-food-pantry/,617-547-4070,,42.39072,-71.120918
276,GBFB Finder,St. James Episcopal/Helping Hand Pantry,362 Rindge Avenue,Cambridge,02140,02140,"Tue: 4pm-6pm, Thu: 11am-1pm, Sat: 10am-12am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""16:00""
""end"" : ""18:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""11:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""10:00""
""end"" : ""12:00""",,,617-876-4381,,42.3938819,-71.1385919
277,GBFB Finder,Centre Street Food Pantry,11 Homer Street,Newton,02459,02459,"Tue: 4pm-7pm, Sat: 11am-2pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""16:00""
""end"" : ""19:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""11:00""
""end"" : ""14:00""",,,617-340-9554,,42.3344198,-71.1941005
278,CofBoston,Blue Hill Boys & Girls Club,15 Talbot Ave.,Dorchester,02124,02124,Tue: 5:00 - 6:00,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""17:00""
""end"" : ""18:00""",,http://www.fairfoods.org/dollarbag.html,617-474-1050,,42.2945695,-71.0868554
279,GBFB Finder,Tuesday Meal Program,3 Church Street,Cambridge,02138,02138,Tue: 5:30pm-7pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""17:30""
""end"" : ""19:00""",,,617-876-7772,,42.3744474,-71.1195551
280,GBFB Member Agency,Adventist Community Services Food Pantry,11 Gerry St.,Stoneham,02180,02180,"Tue: 5-6:30, Thu: 7-8:30","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""17:00""
""end"" : ""18:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""19:00""
""end"" : ""20:30""",,,781-438-1374,,42.475222,-71.099828
281,GBFB Member Agency,Faith Lutheran Church Faith Kitchen,311 Broadway,Cambridge,02139,02139,Tue: 6:30-8pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""18:30""
""end"" : ""20:00""",,http://www.faithkitchen.org/,617-354-0414,,42.369352,-71.100291
282,GBFB Finder,Loaves & Fishes Pantry,234 Barnum Road,Devens,01433,01433,"Tue: 6pm-8pm, W, Thu: 9:45am-12:30am, Sat: 8:45am-11am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""18:00""
""end"" : ""20:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:45""
""end"" : ""12:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Saturday”]
""startsOn"" : ""06/08/2013""
""start"": ""08:45""
""end"" : ""11:00""",,,978-772-4627,,42.5500853,-71.5778455
283,CofBoston,The Harvest on Vine,49 Vine St,Charlestown,02129,02129,"Tue: 7pm-8:30pm, Sat: 10am-11am 2nd Sat. of mo.",,,http://www.gbfb.org/need-food/index.php,617-990-7314,,42.377255,-71.056862
284,GBFB Member Agency,First United Methodist Church of Stoughton/Ilse Marks Stoughton Food Pantry,121 Seaver St.,Stoughton,02072,02072,Tue: 8:30-10:30am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:30""
""end"" : ""10:30""",,,781-341-1994,,42.125376,-71.097032
285,GBFB Member Agency,Saint Mary's Food Pantry,14 Cushing Ave.,Dorchester,02125,02125,Tue: 9:30-11:30am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:30""
""end"" : ""11:30""",,http://stmarysdorchester.org/food-pantry/,617-282-3181,,42.3161062,-71.0644056
286,GBFB Member Agency,Marshfiend Food Pantry,PO Box 1097,Marshfield,02050,02050,"Tue: 9:30-12, W: 6:30pm-8:30pm, F: 9:30am-12","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:30""
""end"" : ""12:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""18:30""
""end"" : ""20:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:30""
""end"" : ""12:00""",,http://marshfieldfoodpantry.org/,781-837-0359,,42.0917453,-70.7055871
287,GBFB Member Agency,Braintree Community Food Pantry,594 Washington St.,Braintree,02184,02184,"Tue: 9-11am, W: 6:30-8pm","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""11:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""18:30""
""end"" : ""20:00""",,http://www.braintreefoodpantry.org/,781-277-1609,PantryDirector@comcast.net,42.21248,-71.004155
288,Unaffiliated,Cavalry Baptist Church Pantry/Kitchen,25 Lincoln Rd,Hyannis,02601,02601,Tue: 9-12,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""12:00""",,,508-775-7018,,41.6519509,-70.315583
289,GBFB Member Agency,Neponset Health Center Food Pantry,398 Neponset Ave.,Dorchester,02122,02122,Tue: 9am-11am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""11:00""",,,617-282-3200,,42.2864462,-71.0439458
290,GBFB Member Agency,East-End House,105 Spring St.,Cambridge,02141,02141,"Tue: 9am-2pm, Fri: 9am-12am","""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""14:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""12:00""",,http://www.eastendhouse.org/,617-876-4444,,42.369518,-71.083028
291,GBFB Member Agency,Rosie's Place Food Pantry,889 Harrison Ave.,Boston,02118,02118,Tue-F: 8:30am-11:30am,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""08:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""08:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""08:30""
""end"" : ""11:30""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""08:30""
""end"" : ""11:30""",,http://www.rosiesplace.org/,617-442-9322,,42.33395,-71.076726
292,GBFB Member Agency,Franklin Food Pantry,43 W Central St.,Franklin,02038,02038,Tue-F: 9am-1pm,"""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Tuesday”]
""startsOn"" : ""06/04/2013""
""start"": ""09:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Wednesday”]
""startsOn"" : ""06/05/2013""
""start"": ""09:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Thursday”]
""startsOn"" : ""06/06/2013""
""start"": ""09:00""
""end"" : ""13:00""
""repeats"" : ""Weekly"",
""repeatsEvery"" : ""7"",
""repeatsOn"" :  [ ""Friday”]
""startsOn"" : ""06/07/2013""
""start"": ""09:00""
""end"" : ""13:00""",,http://www.franklinfoodpantry.org/,508-528-3115,,42.0831828,-71.3985077
